source_record_index,run_id,arm,fixture_id,replication,evaluation_rows,fixture_seed,residual_seed,evaluation_seed,left_seed,right_seed,permutation_seed
481,null-calibration-20260820-001,fitted,F1,24,500,10723725661531007530,2429123806479834290,17572761090803798524,,,3521575041387520823
482,null-calibration-20260820-001,fitted,F1,24,1000,10723725661531007530,2429123806479834290,6871402936927114635,,,13016052248404293009
483,null-calibration-20260820-001,fitted,F1,24,2000,10723725661531007530,2429123806479834290,7350977890499595798,,,850885493186580411
484,null-calibration-20260820-001,fitted,F4,24,250,10822386267925309425,10472112717759607710,10356902484473356622,,,15280267755196740373
485,null-calibration-20260820-001,fitted,F4,24,500,10822386267925309425,10472112717759607710,2231032443608523145,,,16278781369591027029
486,null-calibration-20260820-001,fitted,F4,24,1000,10822386267925309425,10472112717759607710,5095849760651164100,,,10973007164832276145
487,null-calibration-20260820-001,fitted,F4,24,2000,10822386267925309425,10472112717759607710,9060601367596402145,,,10217194976597947783
488,null-calibration-20260820-001,fitted,F5,24,250,12890512802282789101,2355696391852449009,7478768028646751306,,,11493711580446173343
489,null-calibration-20260820-001,fitted,F5,24,500,12890512802282789101,2355696391852449009,2879316128780188385,,,8912621019693612265
490,null-calibration-20260820-001,fitted,F5,24,1000,12890512802282789101,2355696391852449009,12396281043058980714,,,9776637664089745137
491,null-calibration-20260820-001,fitted,F5,24,2000,12890512802282789101,2355696391852449009,17794235409546918658,,,11880970775097377850
492,null-calibration-20260820-001,fitted,F6,24,250,14323148966563092043,193968606732842001,15338923911871076221,,,15272026164837274245
493,null-calibration-20260820-001,fitted,F6,24,500,14323148966563092043,193968606732842001,1568463815708534441,,,15333956611130646829
494,null-calibration-20260820-001,fitted,F6,24,1000,14323148966563092043,193968606732842001,14590895310455694587,,,9005793366083208087
495,null-calibration-20260820-001,fitted,F6,24,2000,14323148966563092043,193968606732842001,15151299855032005636,,,6301074167835884691
496,null-calibration-20260820-001,reference,reference,24,250,,,,16360230885338667091,9368357986036647228,16113365914116516985
497,null-calibration-20260820-001,reference,reference,24,500,,,,9612053944401114081,5196480402535833564,5206159472308105647
498,null-calibration-20260820-001,reference,reference,24,1000,,,,2708912215182791193,5157738267118638602,15592701931762840273
499,null-calibration-20260820-001,reference,reference,24,2000,,,,7569406284364614188,11612953023221652608,13521191362091291318
500,null-calibration-20260820-001,fitted,F1,25,250,7444991495943905436,517987824159647206,9947059922081305929,,,3259324077806170463
501,null-calibration-20260820-001,fitted,F1,25,500,7444991495943905436,517987824159647206,5470829581385935888,,,10257030802404199126
502,null-calibration-20260820-001,fitted,F1,25,1000,7444991495943905436,517987824159647206,5770532944625745433,,,9427370787345830107
503,null-calibration-20260820-001,fitted,F1,25,2000,7444991495943905436,517987824159647206,4949703709221226341,,,667249780965257234
504,null-calibration-20260820-001,fitted,F4,25,250,2091334644546769187,16988595421488090596,6865599799504154475,,,12170797644329086845
505,null-calibration-20260820-001,fitted,F4,25,500,2091334644546769187,16988595421488090596,12729374198646141664,,,12601666435842935414
506,null-calibration-20260820-001,fitted,F4,25,1000,2091334644546769187,16988595421488090596,11713493125585316374,,,17941710931593382448
507,null-calibration-20260820-001,fitted,F4,25,2000,2091334644546769187,16988595421488090596,6785950723148807051,,,11920537798145447795
508,null-calibration-20260820-001,fitted,F5,25,250,8490153469961279046,16372914642244815025,360008778616794030,,,881363315749106089
509,null-calibration-20260820-001,fitted,F5,25,500,8490153469961279046,16372914642244815025,12914538810737698080,,,9849499408862714763
510,null-calibration-20260820-001,fitted,F5,25,1000,8490153469961279046,16372914642244815025,3954406571038608232,,,14838814343447734768
511,null-calibration-20260820-001,fitted,F5,25,2000,8490153469961279046,16372914642244815025,13958017504747645066,,,14326430235025727120
512,null-calibration-20260820-001,fitted,F6,25,250,14073490306348142394,14652906557372337432,13403430210824381278,,,7527427170733495504
513,null-calibration-20260820-001,fitted,F6,25,500,14073490306348142394,14652906557372337432,16893716231896337517,,,10029602236537129458
514,null-calibration-20260820-001,fitted,F6,25,1000,14073490306348142394,14652906557372337432,10921733794990478700,,,17655604270931325690
515,null-calibration-20260820-001,fitted,F6,25,2000,14073490306348142394,14652906557372337432,10835519776494761638,,,16658539945230552434
516,null-calibration-20260820-001,reference,reference,25,250,,,,17436422186223575090,9966850396926593319,8428684361105143008
517,null-calibration-20260820-001,reference,reference,25,500,,,,12438175167871891325,13210123018899423338,6820154549720175737
518,null-calibration-20260820-001,reference,reference,25,1000,,,,3027129507893176735,5742442342273133210,7060282242021682463
519,null-calibration-20260820-001,reference,reference,25,2000,,,,8522765002449987469,12251395878249002011,14433210303207894301
520,null-calibration-20260820-001,fitted,F1,26,250,10771503000827139203,5238598455479163468,2912496358147661623,,,10701599340522398990
521,null-calibration-20260820-001,fitted,F1,26,500,10771503000827139203,5238598455479163468,8976581525906173100,,,18007919121477721936
522,null-calibration-20260820-001,fitted,F1,26,1000,10771503000827139203,5238598455479163468,9903359067957114068,,,2315782994065442227
523,null-calibration-20260820-001,fitted,F1,26,2000,10771503000827139203,5238598455479163468,1464213937884996616,,,7596948536508832348
524,null-calibration-20260820-001,fitted,F4,26,250,15191436142003651136,15321374920956997295,2563904696670198132,,,3487129349100701347
525,null-calibration-20260820-001,fitted,F4,26,500,15191436142003651136,15321374920956997295,16845128404885427957,,,16204401910628842045
526,null-calibration-20260820-001,fitted,F4,26,1000,15191436142003651136,15321374920956997295,9412959567262577709,,,9264505230458071806
527,null-calibration-20260820-001,fitted,F4,26,2000,15191436142003651136,15321374920956997295,16467591453827829841,,,2709618498988779828
528,null-calibration-20260820-001,fitted,F5,26,250,13496764761979028272,9588045494700624815,16179521076456544034,,,8992193870860336827
529,null-calibration-20260820-001,fitted,F5,26,500,13496764761979028272,9588045494700624815,6612047415071551264,,,7050985428802011767
530,null-calibration-20260820-001,fitted,F5,26,1000,13496764761979028272,9588045494700624815,8224461231555675208,,,4779419032720652613
531,null-calibration-20260820-001,fitted,F5,26,2000,13496764761979028272,9588045494700624815,15905715581950073496,,,2042132395269814807
532,null-calibration-20260820-001,fitted,F6,26,250,7154549067912940731,4679493317915962636,10818089287352029870,,,7202203563525856846
533,null-calibration-20260820-001,fitted,F6,26,500,7154549067912940731,4679493317915962636,4669861290480841637,,,7532322700904401162
534,null-calibration-20260820-001,fitted,F6,26,1000,7154549067912940731,4679493317915962636,18191934686327956878,,,3181541363189387989
535,null-calibration-20260820-001,fitted,F6,26,2000,7154549067912940731,4679493317915962636,1886319011247580176,,,4072943271459177495
536,null-calibration-20260820-001,reference,reference,26,250,,,,10244878754787575980,15674248006705789145,469621723451318484
537,null-calibration-20260820-001,reference,reference,26,500,,,,17698320369744994051,14427390977953333782,13438638275730052052
538,null-calibration-20260820-001,reference,reference,26,1000,,,,14818764409074757908,18348215194807125535,12094534543763556515
539,null-calibration-20260820-001,reference,reference,26,2000,,,,9944725929494738183,4789139747080575707,3004237368486427611
540,null-calibration-20260820-001,fitted,F1,27,250,14032748360233891511,10168568018905869765,11051698887626674212,,,5457489247583831619
541,null-calibration-20260820-001,fitted,F1,27,500,14032748360233891511,10168568018905869765,8379219991923551441,,,17871394025129243724
542,null-calibration-20260820-001,fitted,F1,27,1000,14032748360233891511,10168568018905869765,10633132792195146959,,,962289036036568091
543,null-calibration-20260820-001,fitted,F1,27,2000,14032748360233891511,10168568018905869765,371125232906020897,,,13549415097008055283
544,null-calibration-20260820-001,fitted,F4,27,250,1388180977844930168,5886018410959604446,16988929052243767617,,,2383946561162263334
545,null-calibration-20260820-001,fitted,F4,27,500,1388180977844930168,5886018410959604446,5429208351306026697,,,14917435881386139360
546,null-calibration-20260820-001,fitted,F4,27,1000,1388180977844930168,5886018410959604446,16636940943045827539,,,6231481415585346779
547,null-calibration-20260820-001,fitted,F4,27,2000,1388180977844930168,5886018410959604446,5969223921004078614,,,4573952726828348651
548,null-calibration-20260820-001,fitted,F5,27,250,4200388069616063183,13806053100308313847,7065482398657095634,,,5977677088480885555
549,null-calibration-20260820-001,fitted,F5,27,500,4200388069616063183,13806053100308313847,5925736978438844757,,,7528975462176140983
550,null-calibration-20260820-001,fitted,F5,27,1000,4200388069616063183,13806053100308313847,10815909803403662943,,,11098809706267494052
551,null-calibration-20260820-001,fitted,F5,27,2000,4200388069616063183,13806053100308313847,16036638853760406395,,,15352282326082631451
552,null-calibration-20260820-001,fitted,F6,27,250,9423758241237864651,17173953591935513866,9502040246020089795,,,10009768400950722199
553,null-calibration-20260820-001,fitted,F6,27,500,9423758241237864651,17173953591935513866,2630788419360928765,,,7244444153848099162
554,null-calibration-20260820-001,fitted,F6,27,1000,9423758241237864651,17173953591935513866,15041112430551981935,,,4817979680203513425
555,null-calibration-20260820-001,fitted,F6,27,2000,9423758241237864651,17173953591935513866,9766608485855041779,,,12093387075604361321
556,null-calibration-20260820-001,reference,reference,27,250,,,,15182836938541350434,16475954419579090918,13462161604470819713
557,null-calibration-20260820-001,reference,reference,27,500,,,,4079804464124027628,13603887349860434126,4223312213019535224
558,null-calibration-20260820-001,reference,reference,27,1000,,,,4499986767331948359,11634778599829226792,3130326568972541945
559,null-calibration-20260820-001,reference,reference,27,2000,,,,5310454670898874752,16546706700212750686,2912908625043982010
560,null-calibration-20260820-001,fitted,F1,28,250,17994952281012117865,13261220559996698315,10725378270783762879,,,8973563366874663167
561,null-calibration-20260820-001,fitted,F1,28,500,17994952281012117865,13261220559996698315,18350874823292671653,,,1653347025124815770
562,null-calibration-20260820-001,fitted,F1,28,1000,17994952281012117865,13261220559996698315,5351173335377386238,,,16424478523224806165
563,null-calibration-20260820-001,fitted,F1,28,2000,17994952281012117865,13261220559996698315,1659630442830016109,,,15778617330738412417
564,null-calibration-20260820-001,fitted,F4,28,250,3131201350810831258,5743880648295848307,14147692707391737741,,,281766215544719532
565,null-calibration-20260820-001,fitted,F4,28,500,3131201350810831258,5743880648295848307,14889342556427001316,,,5837653798039149532
566,null-calibration-20260820-001,fitted,F4,28,1000,3131201350810831258,5743880648295848307,11893655698633094302,,,5959290720510753945
567,null-calibration-20260820-001,fitted,F4,28,2000,3131201350810831258,5743880648295848307,18444715629427748744,,,1570873023373161355
568,null-calibration-20260820-001,fitted,F5,28,250,2165449166274026523,2585302441893593516,3744070211612511001,,,15148142610085397122
569,null-calibration-20260820-001,fitted,F5,28,500,2165449166274026523,2585302441893593516,5427525451680018726,,,12624663694566669569
570,null-calibration-20260820-001,fitted,F5,28,1000,2165449166274026523,2585302441893593516,4958915686288737209,,,14495685598191476556
571,null-calibration-20260820-001,fitted,F5,28,2000,2165449166274026523,2585302441893593516,12886623850340149354,,,8466239864842552188
572,null-calibration-20260820-001,fitted,F6,28,250,14007631469403743277,2614996328538278661,12928238265674189354,,,2334170328695731806
573,null-calibration-20260820-001,fitted,F6,28,500,14007631469403743277,2614996328538278661,1295652167279066781,,,5061885919376291519
574,null-calibration-20260820-001,fitted,F6,28,1000,14007631469403743277,2614996328538278661,17428776518274304701,,,18032974039465394659
575,null-calibration-20260820-001,fitted,F6,28,2000,14007631469403743277,2614996328538278661,10166373582730144699,,,7215199065729142989
576,null-calibration-20260820-001,reference,reference,28,250,,,,15305665096356745361,4071860610026382610,9569776756983080638
577,null-calibration-20260820-001,reference,reference,28,500,,,,17209377630589203755,9613706193720298664,12284769879733085633
578,null-calibration-20260820-001,reference,reference,28,1000,,,,14932175498777423361,15637834307209568148,17546831392811461207
579,null-calibration-20260820-001,reference,reference,28,2000,,,,5805421573865779041,17028176512855817482,14395104672913585147
580,null-calibration-20260820-001,fitted,F1,29,250,12908678532943495096,9610978767202736895,11657195597610310666,,,17257592260552275017
581,null-calibration-20260820-001,fitted,F1,29,500,12908678532943495096,9610978767202736895,16990652556111861171,,,6456102891815307399
582,null-calibration-20260820-001,fitted,F1,29,1000,12908678532943495096,9610978767202736895,16212491348224754677,,,18436664244522199135
583,null-calibration-20260820-001,fitted,F1,29,2000,12908678532943495096,9610978767202736895,8238902946145725589,,,9463125584330738441
584,null-calibration-20260820-001,fitted,F4,29,250,5648410453863414042,13366581643197729300,1825884036349173440,,,1675123557427371213
585,null-calibration-20260820-001,fitted,F4,29,500,5648410453863414042,13366581643197729300,2519315697673904684,,,18076984318427725131
586,null-calibration-20260820-001,fitted,F4,29,1000,5648410453863414042,13366581643197729300,9017444295944227160,,,11853288855307446440
587,null-calibration-20260820-001,fitted,F4,29,2000,5648410453863414042,13366581643197729300,3032129136196056814,,,17457199172803896478
588,null-calibration-20260820-001,fitted,F5,29,250,4063110305889935223,14842204206284115792,11633796106207277740,,,7305014363813422331
589,null-calibration-20260820-001,fitted,F5,29,500,4063110305889935223,14842204206284115792,12568360441472479507,,,9800735593736495339
590,null-calibration-20260820-001,fitted,F5,29,1000,4063110305889935223,14842204206284115792,8582747507449761555,,,6634879472978631867
591,null-calibration-20260820-001,fitted,F5,29,2000,4063110305889935223,14842204206284115792,14911378590071876598,,,3697269901022489275
592,null-calibration-20260820-001,fitted,F6,29,250,2859482229321212407,499325565679290898,59723938137710498,,,13701408224332781668
593,null-calibration-20260820-001,fitted,F6,29,500,2859482229321212407,499325565679290898,7350888850451727360,,,12533865471832501485
594,null-calibration-20260820-001,fitted,F6,29,1000,2859482229321212407,499325565679290898,18057146343989964302,,,9630610643224230447
595,null-calibration-20260820-001,fitted,F6,29,2000,2859482229321212407,499325565679290898,3778424493615731984,,,2873212211493737298
596,null-calibration-20260820-001,reference,reference,29,250,,,,2777216650573096132,16041803457940460375,17787884021555057785
597,null-calibration-20260820-001,reference,reference,29,500,,,,13690643834436752842,16430177547866095386,5126389111494864427
598,null-calibration-20260820-001,reference,reference,29,1000,,,,15903424755877575790,13743650861048171,14721036730322684823
599,null-calibration-20260820-001,reference,reference,29,2000,,,,7187908116888285109,2741632494449377161,13239648326254562577
